id,budget,overview,popularity,revenue,runtime,title,vote_average,vote_count,collections,company,country,language,director,genre,actor,year,return
10122,0.0,"This 1986 Disney adventure tells the story of 12-year-old David who lives with his family in Fort Lauderdale, Fla. When he awakens from being accidentally knocked out in the forest near his home, he finds that eight years have passed. His family is overjoyed to have him back, but just as perplexed as he is by the fact that he hasn't aged. When a NASA scientist discovers a UFO nearby, David gets the chance to unravel the mystery and recover the life he lost.",5.526865,18564613.0,90.0,Flight of the Navigator,6.9,227.0,None,Walt Disney Pictures,United States of America,English,Randal Kleiser,"['Family', 'Science Fiction', 'Adventure']","['Joey Cramer', 'Paul Reubens', 'Cliff DeYoung']",1986,0.0
24816,0.0,"An eccentric millionaire and his grandchildren are embroiled in the plights of some forest gnomes who are searching for the rest of their tribe. While helping them, the millionaire is suspected of being crazy because he's seeing gnomes! He's committed, and the niece and nephew and the gnomes have to find him and free him.",1.479408,0.0,85.0,The Gnome-Mobile,5.8,23.0,None,Walt Disney Productions,United States of America,Italiano,Robert Stevenson,"['Fantasy', 'Comedy', 'Family']","['Walter Brennan', 'Matthew Garber', 'Karen Dotrice']",1967,0.0
9994,14000000.0,"When the diabolical Professor Ratigan kidnaps London's master toymaker, the brilliant master of disguise Basil of Baker Street and his trusted sidekick Dawson try to elude the ultimate trap and foil the perfect crime.",11.183924,38625550.0,74.0,The Great Mouse Detective,6.9,334.0,None,Walt Disney Pictures,United States of America,English,Ron Clements,"['Comedy', 'Animation', 'Family']","['Barrie Ingham', 'Val Bettin', 'Vincent Price']",1986,2.76
25445,0.0,"A happy and unbelievably lucky young Irish immigrant, John Lawless, lands a job as the butler of an unconventional millionaire, Biddle. His daughter, Cordelia Drexel Biddle, tires of the unusual antics of her father--especially since the nice young men around town all fear him. Wouldn't you fear a father-in-law that keeps alligators for pets and teaches boxing at his daily Bible classes?",3.395277,0.0,172.0,The Happiest Millionaire,5.8,8.0,None,Walt Disney Pictures,United States of America,English,Norman Tokar,"['Comedy', 'Drama', 'Family', 'Music']","['Fred MacMurray', 'Tommy Steele', 'Greer Garson']",1967,0.0
12129,0.0,The adorable little VW helps its owners break up a counterfeiting ring in Mexico.,3.13734,0.0,110.0,Herbie Goes Bananas,5.3,48.0,Herbie Collection,Walt Disney Productions,United States of America,Español,Vincent McEveety,"['Fantasy', 'Comedy', 'Family', 'Adventure']","['Cloris Leachman', 'Charles Martin Smith', 'Stephen W. Burns']",1980,0.0
14140,0.0,"Herbie, the Volkswagen Beetle with a mind of its own, is racing in the Monte Carlo Rally. But thieves have hidden a cache of stolen diamonds in Herbie's gas tank, and are now trying to get them back.",4.705091,0.0,105.0,Herbie Goes To Monte Carlo,5.9,65.0,Herbie Collection,Walt Disney Productions,United States of America,Français,Vincent McEveety,"['Romance', 'Comedy', 'Family', 'Action', 'Adventure']","['Dean Jones', 'Don Knotts', 'Julie Sommars']",1977,0.0
10439,28000000.0,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it us up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",10.390708,39514713.0,96.0,Hocus Pocus,6.5,491.0,None,Walt Disney Pictures,United States of America,English,Kenny Ortega,"['Comedy', 'Family', 'Fantasy']","['Bette Midler', 'Sarah Jessica Parker', 'Kathy Najimy']",1993,1.41
11158,40000000.0,"Wayne Szalinski is at it again. But instead of shrinking things, he tries to make a machine that can make things grow. As in the first one, his machine isn't quite accurate. But when he brings Nick & his toddler son Adam to see his invention, the machine unexpectedly starts working. And when Adam comes right up to the machine, he gets zapped along with his stuffed bunny.",12.337898,58662452.0,89.0,Honey I Blew Up the Kid,4.8,272.0,"Honey, I Shrunk the Kids Collection",Walt Disney Pictures,United States of America,English,Randal Kleiser,"['Adventure', 'Comedy', 'Family', 'Science Fiction']","['Rick Moranis', 'Marcia Strassman', 'Robert Oliveri']",1992,1.47
34774,0.0,"In Search of the Castaways is a 1962 Walt Disney Productions feature film starring Hayley Mills and Maurice Chevalier in a tale about a worldwide search for a shipwrecked sea captain. The film was directed by Robert Stevenson from a screenplay by Lowell S, Hawley based upon Jules Verne's 1868 adventure novel Captain Grant's Children.",2.679615,0.0,98.0,In Search of the Castaways,6.2,20.0,None,Walt Disney Productions,United States of America,English,Robert Stevenson,"['Action', 'Adventure', 'Drama', 'Family']","['Maurice Chevalier', 'Hayley Mills', 'George Sanders']",1962,0.0
37969,0.0,"The story of three pets, a cat and two dogs, who lose their owners when they are all on vacation. Can they find their way home?",1.791587,0.0,80.0,The Incredible Journey,6.3,22.0,None,Walt Disney Pictures,Canada,English,Fletcher Markle,"['Adventure', 'Family']","['Émile Genest', 'John Drainie', 'Sandra Scott']",1963,0.0
14013,0.0,"Two losers from Milwaukee, Coop &amp; Remer, invent a new game playing basketball, using baseball rules. When the game becomes a huge success, they, along with a billionaire's help, form the Professional Baseketball League where everyone gets the same pay and no team can change cities. Theirs is the only team standing in the way of major rule changes that the owner of a rival team wants to institute.",10.107454,7027290.0,103.0,BASEketball,5.9,150.0,None,Universal Pictures,United States of America,English,David Zucker,['Comedy'],"['Trey Parker', 'Matt Stone', 'Yasmine Bleeth']",1998,0.0
1779,160000.0,"A documentary about the closure of General Motors' plant at Flint, Michigan, which resulted in the loss of 30,000 jobs. Details the attempts of filmmaker Michael Moore to get an interview with GM CEO Roger Smith.",4.877009,6706368.0,91.0,Roger & Me,7.4,92.0,None,Warner Bros.,United States of America,English,Michael Moore,"['Documentary', 'History']","['Michael Moore', 'Roger B. Smith', 'Rhonda Britton']",1989,41.91
10849,15000000.0,"Cecilia is a waitress in New Jersey, living a dreary life during the Great Depression. Her only escape from her mudane reality is the movie theatre. After losing her job, Cecilia goes to see 'The Purple Rose of Cairo' in hopes of raising her spirits, where she watches dashing archaeologist Tom Baxter time and again.",6.133697,10631333.0,82.0,The Purple Rose of Cairo,7.3,206.0,None,Orion Pictures,United States of America,English,Woody Allen,"['Fantasy', 'Comedy', 'Romance']","['Mia Farrow', 'Jeff Daniels', 'Danny Aiello']",1985,0.71
2887,0.0,The story of the discovery of the AIDS epidemic and the political infighting of the scientific community hampering the early fight with it.,2.643288,0.0,140.0,And the Band Played On,5.8,24.0,None,HBO Films,United States of America,English,Roger Spottiswoode,['Drama'],"['Matthew Modine', 'Alan Alda', 'Patrick Bauchau']",1993,0.0
43037,0.0,"Kidnapped and cheated out of his inheritance, young David Balfour falls in with a Jacobite adventurer, Alan Breck Stewart. Falsely accused of murder, they must flee across the Highlands, evading the redcoats.",2.532177,0.0,97.0,Kidnapped,6.4,6.0,None,Walt Disney Productions,United States of America,English,Robert Stevenson,"['Action', 'Adventure', 'Drama', 'Family']","['Peter Finch', 'James MacArthur', 'Bernard Lee']",1960,0.0
10340,0.0,"Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady's home make her decide to travel with him for a while.",12.994387,93600000.0,76.0,Lady and the Tramp,6.9,1241.0,Lady and the Tramp Collection,Walt Disney Productions,United States of America,English,Hamilton Luske,"['Family', 'Animation']","['Peggy Lee', 'Barbara Luddy', 'Larry Roberts']",1955,0.0
10144,40000000.0,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,17.496832,222300000.0,83.0,The Little Mermaid,7.2,1921.0,The Little Mermaid Collection,Walt Disney Pictures,United States of America,English,Ron Clements,"['Animation', 'Family']","['Jodi Benson', 'Christopher Daniel Barnes', 'Jason Marin']",1989,5.56
10437,0.0,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present, and future.",14.630571,27281507.0,85.0,The Muppet Christmas Carol,7.2,217.0,The Muppet Collection,Walt Disney Pictures,United States of America,English,Brian Henson,"['Comedy', 'Family', 'Fantasy', 'Drama']","['Michael Caine', 'Don Austen', 'Meredith Braun']",1992,0.0
15300,15000000.0,"A week in the life of the exploited, child newspaper sellers in turn-of-the-century New York. When their publisher, Joseph Pulitzer, tries to squeeze a little more profit out of their labours, they organize a strike, only to be confronted with the Pulitzer's hard-ball tactics.",4.095602,0.0,121.0,Newsies,6.2,66.0,None,Walt Disney Pictures,United States of America,English,Kenny Ortega,"['Drama', 'Music', 'Family']","['Christian Bale', 'Bill Pullman', 'Ann-Margret']",1992,0.0
12230,4000000.0,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement.",15.727519,215880014.0,79.0,One Hundred and One Dalmatians,6.8,1643.0,101 Dalmatians (Animated) Collection,Walt Disney Productions,United States of America,English,Hamilton Luske,"['Adventure', 'Animation', 'Comedy', 'Family']","['Rod Taylor', ""J. Pat O'Malley"", 'Betty Lou Gerson']",1961,53.97
13380,0.0,"Ginny Grainger, a young mother, rediscovers the joy and beauty of Christmas, thanks to the unshakable faith of her six-year-old daughter Abbie and Gideon, Ginny's very own guardian angel.",11.890036,0.0,88.0,One Magic Christmas,5.7,15.0,None,Walt Disney Pictures,Canada,English,Phillip Borsos,"['Family', 'Fantasy']","['Mary Steenburgen', 'Harry Dean Stanton', 'Gary Basaraba']",1985,0.0
11335,20000000.0,"Popeye is a super-strong, spinach-scarfing sailor man who's searching for his father. During a storm that wrecks his ship, Popeye washes ashore and winds up rooming at the Oyl household, where he meets Olive. Before he can win her heart, he must first contend with Olive's fiancé, Bluto.",9.126162,0.0,114.0,Popeye,5.3,157.0,None,Paramount Pictures,United States of America,English,Robert Altman,"['Action', 'Adventure', 'Comedy', 'Family', 'Music']","['Robin Williams', 'Shelley Duvall', 'Ray Walston']",1980,0.0
11135,37931000.0,"A lawless poacher wants to capture a majestic and rare golden eagle, so he kidnaps the boy who knows where to find the bird. Not to worry -- the Rescue Aid Society's top agents, heroic mice Miss Bianca and Bernard, fly to Australia to save the day. Accompanying the fearless duo are bumbling albatross Wilbur and local field operative Jake the Kangaroo Rat.",1.562471,47431461.0,77.0,The Rescuers Down Under,6.6,303.0,The Rescuers Collection,Walt Disney Pictures,United States of America,Dansk,Hendel Butoy,"['Adventure', 'Animation', 'Crime', 'Family', 'Fantasy']","['Bob Newhart', 'Eva Gabor', 'John Candy']",1990,1.25
11319,1200000.0,"What can two little mice possibly do to save an orphan girl who's fallen into evil hands? With a little cooperation and faith in oneself, anything is possible! As members of the mouse-run International Rescue Aid Society, Bernard and Miss Bianca respond to orphan Penny's call for help. The two mice search for clues with the help of an old cat named Rufus.",11.32442,71215869.0,78.0,The Rescuers,6.7,609.0,The Rescuers Collection,Walt Disney Productions,United States of America,English,John Lounsbery,"['Fantasy', 'Family', 'Animation', 'Adventure']","['Bob Newhart', 'Eva Gabor', 'Geraldine Page']",1977,59.35
15969,0.0,"The evil Jafar escapes from the magic lamp as an all-powerful genie, ready to plot his revenge against Aladdin. From battling elusive villains atop winged horses, to dodging flames inside an exploding lava pit, it's up to Aladdin - with Princess Jasmine and the outrageously funny Genie by his side - to save the kingdom once and for all.",12.099799,0.0,69.0,The Return of Jafar,5.7,447.0,Aladdin Collection,Walt Disney Television Animation,United States of America,English,Alan Zaslove,"['Family', 'Adventure', 'Animation', 'Romance']","['Scott Weinger', 'Linda Larkin', 'Jonathan Freeman']",1994,0.0
10249,42000000.0,"Straight from the pages of a pulp comic from a past era, the Rocketeer recreates 1930s Hollywood, complete with gangsters, Nazi spies, and the growth of the Age of Aviation. Young pilot Cliff Secord stumbles on a top secret rocket-pack and with the help of his mechanic/mentor, Peevy, he attempts to save his girl and stop the Nazis as The Rocketeer.",10.536644,62000000.0,108.0,The Rocketeer,6.3,265.0,None,Walt Disney Pictures,United States of America,English,Joe Johnston,"['Action', 'Adventure', 'Science Fiction', 'Family']","['Billy Campbell', 'Jennifer Connelly', 'Alan Arkin']",1991,1.48
15943,0.0,"Wilby Daniels, a successful lawyer running for District Attorney, suddenly finds himself being transformed into an English sheepdog. Somehow he has to keep his change a secret and find just what is causing it, all the while eluding the local dog catcher.",1.48253,0.0,91.0,The Shaggy D.A.,5.4,15.0,The Shaggy Dog Collection,Walt Disney Productions,United States of America,English,Robert Stevenson,"['Comedy', 'Family']","['Dean Jones', 'Suzanne Pleshette', 'Tim Conway']",1976,0.0
10882,6000000.0,"A beautiful princess born in a faraway kingdom is destined by a terrible curse to prick her finger on the spindle of a spinning wheel and fall into a deep sleep that can only be awakened by true love's first kiss. Determined to protect her, her parents ask three fairies to raise her in hiding. But the evil Maleficent is just as determined to seal the princess's fate.",14.276169,51000000.0,75.0,Sleeping Beauty,6.8,1332.0,None,Walt Disney Productions,United States of America,English,Clyde Geronimi,"['Fantasy', 'Animation', 'Romance', 'Family']","['Mary Costa', 'Bill Shirley', 'Eleanor Audley']",1959,8.5
24808,19000000.0,"In a small American town, a diabolical circus arrives, granting wishes for the townsfolk, but twisted as only the esteemed Mr. Dark can make them. Can two young boys overcome the worst the devil himself can deal out?",3.985819,5656087.0,95.0,Something Wicked This Way Comes,6.6,38.0,None,Walt Disney Pictures,United States of America,English,Jack Clayton,"['Fantasy', 'Mystery', 'Thriller']","['Jason Robards', 'Jonathan Pryce', 'Diane Ladd']",1983,0.3
13850,0.0,Uncle Remus draws upon his tales of Brer Rabbit to help little Johnny deal with his confusion over his parents' separation as well as his new life on the plantation.,4.045635,0.0,91.0,Song of the South,6.9,69.0,None,Walt Disney Pictures,United States of America,English,Harve Foster,"['Family', 'Music']","['Ruth Warrick', 'Bobby Driscoll', 'James Baskett']",1946,0.0
2619,8000000.0,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",8.441602,69821334.0,111.0,Splash,6.1,328.0,Splash Collection,Touchstone Pictures,United States of America,English,Ron Howard,"['Comedy', 'Fantasy', 'Romance']","['Tom Hanks', 'Daryl Hannah', 'Eugene Levy']",1984,8.73
65158,0.0,"Squanto is a high-born Indian warrior from a tribe on the Atlantic coast of North America which devotes its life to hunting and rivalry with a neighboring tribe. Everything changes forever after a ship arrives from England, prospecting the region's commercial potential for the rich Sir George, who uses all his wealth and influence only for ever greater profit. When it returns, several Indians find themselves captives on board, including Squanto. The arrogant Christians consider themselves utterly superior to the 'heathen savages' and treat them as brutally as they do beasts. Squanto fights a bear in a circus, not understanding how men can be so cruel to that creature either, and manages a spectacular escape, but where must he go? He finds shelter and help in a rural monastery, where it takes his protector some effort to prevent the others considering the unknown as diabolical. In time sir George's men come looking for him most brutally...",1.935006,3337685.0,102.0,Squanto: A Warrior's Tale,6.1,7.0,None,Walt Disney Pictures,United States of America,English,Xavier Koller,"['Drama', 'Family']","['Adam Beach', 'Sheldon Peters Wolfchild', 'Irene Bedard']",1994,0.0
53565,4986.0,"Mickey Mouse, piloting a steamboat, delights his passenger, Minnie, by making musical instruments out of the menagerie on deck.",3.394625,0.0,8.0,Steamboat Willie,7.4,76.0,None,Walt Disney Pictures,United States of America,English,Walt Disney,['Animation'],['Walt Disney'],1928,0.0
41841,32000000.0,"A young boy draws on the inspiration of legendary western characters to find the strength to fight an evil land baron in the old west who wants to steal his family's farm and destroy their idyllic community. When Daniel Hackett sees his father Jonas gravely wounded by the villainous Stiles, his first urge is for his family to flee the danger, and give up their life on a farm which Daniel has come to despise anyway. Going alone to a lake to try to decide what to do, he falls asleep on a boat and wakes to find himself in the wild west, in the company of such ""tall tale"" legends as Pecos Bill, Paul Bunyan, John Henry and Calamity Jane. Together, they battle the same villains Daniel is facing in his ""real"" world, ending with a heroic confrontation in which the boy stands up to Stiles and his henchmen, and rallies his neighbors to fight back against land grabbers who want to destroy their town.",1.283015,0.0,98.0,Tall Tale,6.6,15.0,None,Walt Disney Pictures,United States of America,English,Jeremiah S. Chechik,['Adventure'],"['Patrick Swayze', 'Oliver Platt', 'Roger Aaron Brown']",1995,0.0
27332,0.0,"Coming-of-age adventure about two teenage brothers and their struggles to grow up, on their own, after their mother dies and their father leaves them.",5.540117,0.0,103.0,Tex,5.9,9.0,None,Walt Disney Productions,United States of America,English,Tim Hunter,['Drama'],"['Matt Dillon', 'Jim Metzler', 'Meg Tilly']",1982,0.0
97,17000000.0,"As Kevin Flynn searches for proof that he invented a hit video game, he is ""digitalized"" by a laser and finds himself inside The Grid, where programs suffer under the tyrannical rule of the Master Control Program. With the help of TRON, a security program, Flynn seeks to free The Grid from the MCP.",16.574021,33000000.0,96.0,Tron,6.6,717.0,TRON Collection,Walt Disney Pictures,United States of America,English,Steven Lisberger,"['Science Fiction', 'Action', 'Adventure']","['Jeff Bridges', 'Bruce Boxleitner', 'David Warner']",1982,1.94
2107,0.0,"With the help of a talking freeway billboard, a ""wacky weatherman"" tries to win the heart of an English newspaper reporter, who is struggling to make sense of the strange world of early-90s Los Angeles.",7.775188,0.0,95.0,L.A. Story,6.4,88.0,None,TriStar Pictures,United States of America,English,Mick Jackson,"['Comedy', 'Drama', 'Fantasy', 'Romance']","['Steve Martin', 'Sarah Jessica Parker', 'Victoria Tennant']",1991,0.0
6471,0.0,"After discovering he's not really black like the rest of his family, likable dimwit Navin Johnson runs off on a hilarious misadventure in this comedy classic that takes him from rags to riches and back to rags again. The slaphappy jerk strikes it rich, but life in the fast lane isn't all it's cracked up to be and, in the end, all that really matters to Johnson is his true love.",5.873021,73961419.0,94.0,The Jerk,7.0,272.0,None,Universal Pictures,United States of America,English,Carl Reiner,['Comedy'],"['Steve Martin', 'Bernadette Peters', 'Catlin Adams']",1979,0.0
9442,0.0,"Juliet Forrest is convinced that the reported death of her father in a mountain car crash was no accident. Her father was a prominent cheese scientist working on a secret recipe. To prove it was murder, she enlists the services of private eye Rigby Reardon. He finds a slip of paper containing a list of people who are ""The Friends and Enemies of Carlotta.""",5.515136,18196170.0,89.0,Dead Men Don't Wear Plaid,6.5,104.0,None,Universal Pictures,United States of America,English,Carl Reiner,"['Comedy', 'Mystery']","['Steve Martin', 'Rachel Ward', 'Alan Ladd']",1982,0.0
11591,10100000.0,A story about a brain surgeon who tries to end his unhappy marriage to spend more time with a disembodied brain.,12.157229,0.0,93.0,The Man with Two Brains,6.2,131.0,None,Warner Bros.,United States of America,English,Carl Reiner,"['Comedy', 'Romance', 'Science Fiction']","['Steve Martin', 'Kathleen Turner', 'David Warner']",1983,0.0
19158,10500000.0,"John Hall is a drifter who wanders into a small town in Maine. He needs a job and decides to seek employment at the community's top business: a large textile mill. He is hired to work the ""graveyard shift"" -- from around midnight to dawn -- and, along with a few others, he is charged with cleaning out the basement. This task strikes the workers as simple enough, but then, as they proceed deeper underground, they encounter an unspeakable monstrosity intent on devouring them all.",4.668541,11582891.0,89.0,Graveyard Shift,4.5,52.0,None,Paramount Pictures,Japan,English,Ralph S. Singleton,"['Drama', 'Horror']","['David Andrews', 'Kelly Wolf', 'Stephen Macht']",1990,1.1
87,28000000.0,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",15.802306,333000000.0,118.0,Indiana Jones and the Temple of Doom,7.1,2841.0,Indiana Jones Collection,Lucasfilm,United States of America,English,Steven Spielberg,"['Adventure', 'Action']","['Harrison Ford', 'Kate Capshaw', 'Jonathan Ke Quan']",1984,11.89
11336,10000000.0,"Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact.",11.194448,20766616.0,103.0,The Dead Zone,6.9,320.0,None,Paramount Pictures,United States of America,English,David Cronenberg,"['Horror', 'Science Fiction', 'Thriller']","['Christopher Walken', 'Brooke Adams', 'Tom Skerritt']",1983,2.08
2907,30000000.0,"Uncle Fester has been missing for 25 years. An evil doctor finds out and introduces a fake Fester in an attempt to get the Adams Family's money. The youngest daughter has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family. Can the doctor carry out her evil plans and take over the Adams Family's fortune?",12.962525,191502426.0,99.0,The Addams Family,6.7,871.0,Addams Family Collection,Paramount Pictures,United States of America,English,Barry Sonnenfeld,"['Horror', 'Comedy', 'Fantasy']","['Raúl Juliá', 'Anjelica Huston', 'Christopher Lloyd']",1991,6.38
8688,73000000.0,"All bets are off when corrupt homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend and naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to.",11.604533,103891409.0,98.0,Snake Eyes,5.8,331.0,None,Paramount Pictures,Canada,Český,Brian De Palma,"['Crime', 'Mystery']","['Nicolas Cage', 'Gary Sinise', 'John Heard']",1998,1.42
23954,7200000.0,"Lou (Burt Lancaster), a small time gangster who thinks he used to be something big, meets and falls for a sexy casino employee named Sally (Susan Sarandon). She needs his help realizing her dream of going to Monte Carlo, a symbol of the glamorous life that she has been looking for so desperately.",3.835188,12729678.0,104.0,Atlantic City,6.7,58.0,None,Paramount Pictures,Canada,English,Louis Malle,"['Crime', 'Drama', 'Romance']","['Burt Lancaster', 'Susan Sarandon', 'Kate Reid']",1980,1.77
11814,0.0,"Two unpopular teenagers, Gary and Wyatt, fail at all attempts to be accepted by their peers. Their desperation to be liked leads them to ""create"" a woman via their computer. Their living and breathing creation is a gorgeous woman, Lisa, whose purpose is to boost their confidence level by putting them into situations which require Gary and Wyatt to act like men.",11.104542,38934048.0,94.0,Weird Science,6.4,375.0,None,Universal Studios,United States of America,English,John Hughes,"['Comedy', 'Romance', 'Fantasy']","['Anthony Michael Hall', 'Kelly LeBrock', 'Ilan Mitchell-Smith']",1985,0.0
15171,0.0,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",7.574372,0.0,94.0,Charlotte's Web,6.2,100.0,Charlotte's Web Collection,Paramount Pictures,United States of America,None,Charles A. Nichols,"['Animation', 'Drama', 'Family']","['Debbie Reynolds', 'Henry Gibson', 'Danny Bonaduce']",1973,0.0
11639,15000000.0,"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal and restore order to his world, before the grotesque race of Skeksis find and use the crystal for evil.",13.524001,40577001.0,93.0,The Dark Crystal,7.3,233.0,None,Universal Pictures,United Kingdom,English,Jim Henson,['Fantasy'],"['Jim Henson', 'Kathryn Mullen', 'Frank Oz']",1982,2.71
4978,9000000.0,"A young mouse named Fievel and his family decide to migrate to America, a ""land without cats,"" at the turn of the 20th century. But somehow, Fievel ends up in the New World alone and must fend off not only the felines he never thought he'd have to deal with again but also the loneliness of being away from home.",11.928545,84542002.0,80.0,An American Tail,6.6,344.0,Fievel Collection,Universal Pictures,United States of America,English,Don Bluth,"['Drama', 'Family', 'Animation', 'Adventure']","['Phillip Glasser', 'Dom DeLuise', 'Nehemiah Persoff']",1986,9.39
10380,0.0,"Some time after the Mousekewitz's have settled in America, they find that they are still having problems with the threat of cats. That makes them eager to try another home out in the west, where they are promised that mice and cats live in peace. Unfortunately, the one making this claim is an oily con artist named Cat R. Waul who is intent on his own sinister plan.",8.800701,40766041.0,75.0,An American Tail: Fievel Goes West,6.2,180.0,Fievel Collection,Universal Pictures,United States of America,English,Phil Nibbelink,"['Adventure', 'Animation', 'Family']","['Phillip Glasser', 'James Stewart', 'Erica Yohn']",1991,0.0
11976,25000000.0,"Set in a timeless mythical forest inhabited by fairies, goblins, unicorns and mortals, this fantastic story follows a mystical forest dweller, chosen by fate, to undertake a heroic quest. He must save the beautiful Princess Lily and defeat the demonic Lord of Darkness, or the world will be plunged into a never-ending ice age.",10.932786,15502112.0,94.0,Legend,6.2,282.0,None,Universal Studios,United States of America,English,Ridley Scott,"['Adventure', 'Fantasy']","['Tom Cruise', 'Mia Sara', 'Tim Curry']",1985,0.62
15144,6500000.0,A teenage girls deals with her parents forgetting her birthday and a crush on her high school's heartthrob.,6.683723,23686027.0,93.0,Sixteen Candles,6.9,455.0,None,Universal Pictures,United States of America,English,John Hughes,"['Comedy', 'Romance']","['Molly Ringwald', 'Justin Henry', 'Michael Schoeffling']",1984,3.64
11522,0.0,"Andie is an outcast, hanging out either with her older boss, who owns the record store where she works, or her quirky high school classmate Duckie, who has a crush on her. When one of the rich and popular kids at school, Blane, asks Andie out, it seems too good to be true. As Andie starts falling for Blane, she begins to realize that dating someone from a different social sphere is not easy.",8.568378,40471663.0,96.0,Pretty in Pink,6.6,313.0,None,Paramount Pictures,United States of America,English,Howard Deutch,['Comedy'],"['Molly Ringwald', 'Jon Cryer', 'Andrew McCarthy']",1986,0.0
11557,0.0,"Seven friends - Alec, Billy, Jules, Kevin, Kirby, Leslie and Wendy - are trying to navigate through life and their friendships following college graduation. Alec, who aspires to political life, has just shown his true colors by changing his allegiance from Democrat to Republican, which freaks out girlfriend Leslie, who he wants to marry. Budding architect Leslie, on the other hand, has an independent streak. She believes she has to make a name for herself to find out who she is before she can truly commit to another person in marriage. But Leslie and Alec have decided to live together. Because Leslie refuses to marry Alec, he believes that justifies certain behavior. Kirby, who wants to become a lawyer and who pays for his schooling by working as a waiter at their local hangout called St. Elmo's Bar, and struggling writer Kevin are currently roommates. They are on opposite extremes of the romance spectrum.",9.116245,37803872.0,110.0,St. Elmo's Fire,6.0,133.0,None,Columbia Pictures,United States of America,English,Joel Schumacher,"['Drama', 'Romance']","['Emilio Estevez', 'Rob Lowe', 'Andrew McCarthy']",1985,0.0
14662,5000000.0,"In 1976, a lower-middle-class teenager struggles to cope living with her neurotic family of nomads on the outskirts of Beverly Hills.",5.913162,0.0,91.0,Slums of Beverly Hills,6.5,45.0,None,Fox Searchlight Pictures,United States of America,English,Tamara Jenkins,"['Comedy', 'Drama']","['Natasha Lyonne', 'Alan Arkin', 'Marisa Tomei']",1998,0.0
805,3200000.0,A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn't safe around their strange neighbors.,11.504558,33395426.0,136.0,Rosemary's Baby,7.5,892.0,Rosemary's Baby Collection,Paramount Pictures,United States of America,English,Roman Polanski,"['Horror', 'Drama', 'Mystery']","['Mia Farrow', 'John Cassavetes', 'Ruth Gordon']",1968,10.44
17915,0.0,"Young Cuban Rafael just buried his mother, and comes to Houston to meet his father John for the first time. The difficult part is that John doesn't know he is Rafael's father. John runs a dance studio, and everyone prepares for the World Open Dance championship in Las Vegas. It soon becomes clear Rafael is a very good dancer, and Ruby is the biggest hope for the studio at the championship.",7.894516,15.0,126.0,Dance with Me,5.6,24.0,None,Columbia Pictures,United States of America,English,Randa Haines,"['Drama', 'Music', 'Romance']","['Vanessa Williams', 'Chayanne', 'Kris Kristofferson']",1998,0.0
14557,0.0,"Josh Miller (Tom Everett Scott) is a studious and responsible pre-med student entering college as a freshman. His wild, hard-partying roommate Cooper Frederickson (Mark-Paul Gosselaar), on the other hand, is a spoiled rich kid who never studies and spends his time getting drunk and ogling co-eds. Before long, Cooper's fun-filled lifestyle has corrupted Josh, and both are on the verge of flunking out.",9.183343,0.0,96.0,Dead Man on Campus,5.6,49.0,None,Paramount Pictures,United States of America,English,Alan Cohn,['Comedy'],"['Tom Everett Scott', 'Mark-Paul Gosselaar', 'Poppy Montgomery']",1998,0.0
5854,2000000.0,Lighthearted suspense film about a phony psychic/con artist and her taxi driver/private investigator boyfriend who encounter a pair of serial kidnappers while trailing a missing heir in California.,4.845776,7900000.0,121.0,Family Plot,6.7,86.0,None,Universal Pictures,United States of America,English,Alfred Hitchcock,"['Comedy', 'Crime', 'Thriller']","['Barbara Harris', 'Bruce Dern', 'Karen Black']",1976,3.95
